Employee_Name,EmpID,State,Zip,DOB,DateofHire,DateofTermination,Age,PayRate,Position,Sex,Sexual_Orientation,LGBTQ,Indigenous,Ethnicity,Disability,Minority,Veteran,EmploymentStatus,Department,RecruitmentSource,PerformanceScore,Attrition,DistanceFromHome,JobInvolvement,JobSatisfaction,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PercentageSalaryHike,TotalWorkingYear
sdv-id-cygQIP,7984243264,New Mexico,1100,08/11/1987,2019-08-13,2020-12-27,49,76.08,Production Technician I,Male,Homosexual,No,No,Asian,No,No,No,Active,IT/IS,Diversity Job Fair,Fully Meets,No,10.15,6,7,No,11,7,1,80,0,3,6,9,3,2,0,0.0,16.36,4
sdv-id-wkMrVb,987874034,Wyoming,1568,01/23/1977,2020-06-05,Present,30,20.18,Production Technician I,Male,Heterosexual,No,No,Asian,No,No,No,Active,Production       ,Glassdoor,Exceeds,No,30.96,5,9,No,11,9,4,80,0,2,2,8,4,1,2,0.0,10.4,13
sdv-id-DcUcDg,2257784264,Vermont,1013,07/18/1954,2010-08-11,2011-03-27,39,66.6,Production Technician I,Female,Prefer not to say,No,No,Asian,No,No,No,Active,Production       ,Vendor Referral,Fully Meets,No,13.19,8,6,No,13,4,5,80,1,0,2,3,2,2,1,0.0,25.09,23
sdv-id-pPNDiM,135701170,Virginia,5161,06/26/1971,2018-08-26,2023-05-29,22,115.04,Sales Manager,Female,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Production       ,Employee Referral,Fully Meets,No,36.08,1,5,No,13,2,10,80,0,2,2,2,2,0,0,,12.23,2
sdv-id-rZPRUw,161824020,South Dakota,2489,03/19/1977,2012-03-12,Present,50,135.8,Software Engineer,Prefer not to say,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Production       ,Diversity Job Fair,Fully Meets,Yes,37.91,2,10,No,11,3,8,80,1,1,2,5,0,0,0,0.0,22.01,20
sdv-id-HEhUKJ,496929473,North Carolina,1013,01/06/1991,2012-08-07,2024-11-24,56,92.03,Network Engineer,Female,Heterosexual,No,No,Asian,No,Yes,No,Voluntarily Terminated,IT/IS,Diversity Job Fair,Fully Meets,No,9.34,2,3,No,11,2,7,80,1,2,2,5,3,2,1,0.0,22.43,4
sdv-id-dgVCgr,596711122,Virginia,4052,03/04/1976,2007-03-07,Present,38,104.94,Production Technician I,Prefer not to say,Prefer not to say,No,No,White,No,No,No,Voluntarily Terminated,IT/IS,Pay Per Click - Google,Fully Meets,No,17.01,1,5,No,15,7,5,80,3,2,3,4,11,0,0,0.0,19.97,16
sdv-id-RJJvEZ,228267240,Indiana,6265,12/05/1961,2019-11-28,Present,52,96.29,Production Technician II,Male,Heterosexual,No,No,White,No,No,No,Active,Production       ,On-campus Recruiting,Fully Meets,No,34.75,9,5,No,11,6,7,80,0,3,3,8,11,2,0,1.0,11.32,28
sdv-id-qSNFhS,480911666,Minnesota,5548,08/15/1988,2015-09-24,2023-12-25,41,131.58,Production Manager,Female,Heterosexual,No,No,White,Yes,Yes,No,Active,Sales,Monster.com,Fully Meets,Yes,38.61,9,10,No,11,9,1,80,0,5,0,10,1,4,0,4.0,27.75,5
sdv-id-tWkNCx,255622856,Alabama,4832,08/06/1982,2011-12-26,2015-04-08,57,59.74,Production Technician II,Female,Heterosexual,No,No,White,Yes,No,No,Future Start,Sales,Employee Referral,Exceeds,No,13.92,9,10,No,11,2,10,80,1,5,3,3,8,1,0,1.0,3.64,1
sdv-id-hKZiIF,3555252985,West Virginia,3640,01/06/1987,2021-05-10,2023-05-08,35,148.98,Production Technician II,Male,Heterosexual,No,No,Asian,Yes,No,No,Voluntarily Terminated,IT/IS,Billboard,Fully Meets,No,38.1,9,10,No,12,8,5,80,1,3,3,10,2,0,1,1.0,9.29,5
sdv-id-ltXgak,708390485,Missouri,6527,08/17/1992,2015-05-08,2021-07-04,29,60.34,Production Manager,Female,Heterosexual,No,No,White,No,Yes,No,Active,Sales,Social Networks - Facebook Twitter etc,Fully Meets,No,11.5,2,6,No,16,8,9,80,1,1,4,8,0,0,0,2.0,14.43,30
sdv-id-dqrhuS,702096488,Mississippi,2974,08/17/1992,2009-03-07,2023-01-29,60,27.1,Production Technician II,Female,Prefer not to say,Prefer not to say,No,White,Yes,Yes,No,Voluntarily Terminated,IT/IS,Indeed,Fully Meets,Yes,2.48,10,9,No,25,9,5,80,1,9,0,9,0,2,2,2.0,13.28,0
sdv-id-fiSQip,7338361579,New Mexico,3173,08/02/1976,2017-03-24,2024-05-16,45,69.71,Shared Services Manager,Female,Heterosexual,No,No,Prefer not to say,Yes,No,No,Active,Production       ,Diversity Job Fair,Fully Meets,Yes,8.59,4,5,No,15,8,9,80,1,0,2,6,0,9,1,2.0,17.71,13
sdv-id-UuSizz,4698555300,Massachusetts,3334,08/16/1978,2013-12-16,Present,53,58.21,Area Sales Manager,Male,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Software Engineering,Diversity Job Fair,Fully Meets,No,4.76,4,10,No,11,9,9,80,0,2,4,9,0,2,0,0.0,23.88,39
sdv-id-TfzJLC,132739060,Utah,5255,01/07/1980,2003-04-13,Present,50,28.64,Area Sales Manager,Female,Heterosexual,No,No,Black,Yes,No,No,Active,IT/IS,Employee Referral,Fully Meets,No,2.79,10,10,No,11,5,10,80,0,5,3,8,11,5,1,1.0,23.45,38
sdv-id-qaGucK,9205592189,South Dakota,3565,06/30/1979,2014-08-13,2019-10-01,19,112.5,Production Manager,Male,Prefer not to say,No,No,White,No,No,No,Voluntarily Terminated,Production       ,Monster.com,Fully Meets,No,22.33,5,10,No,11,7,7,80,1,2,2,7,3,4,7,0.0,17.2,5
sdv-id-TyOQRZ,4633336817,Ohio,2914,07/22/1972,2016-03-13,2017-06-28,48,102.42,IT Support,Female,Heterosexual,Prefer not to say,No,Middle Eastern,No,No,No,Active,IT/IS,Diversity Job Fair,Fully Meets,No,11.37,2,6,No,11,10,8,80,0,3,3,8,0,6,1,0.0,19.65,9
sdv-id-OfJjTi,1176809271,Nevada,2651,06/06/1978,2004-10-04,Present,52,46.49,Production Technician I,Male,Heterosexual,No,No,White,Yes,Yes,No,Active,Production       ,Professional Society,Exceeds,No,40.2,5,6,No,11,8,10,80,1,3,3,9,6,2,3,0.0,16.06,24
sdv-id-eGFtoM,481630524,Indiana,4561,03/22/1976,2012-09-17,Present,28,83.29,Production Technician I,Female,Prefer not to say,Prefer not to say,No,Asian,No,No,No,Terminated for Cause,Sales,Monster.com,Fully Meets,No,30.77,3,10,No,11,8,2,80,1,0,3,7,7,3,0,5.0,27.15,1
sdv-id-iIUYoi,2206094877,Oklahoma,5276,06/06/1962,2020-06-01,Present,38,145.34,Area Sales Manager,Female,Bisexual,No,Prefer not to say,White,Yes,Yes,Yes,Terminated for Cause,IT/IS,Website Banner Ads,Fully Meets,No,18.22,5,1,No,13,8,5,80,0,8,2,7,1,2,0,2.0,29.36,38
sdv-id-OyHlCc,362200205,Virginia,97414,06/15/1987,2018-10-12,Present,27,57.42,Production Technician I,Male,Heterosexual,Prefer not to say,No,Asian,Yes,Yes,Yes,Future Start,Production       ,Employee Referral,Exceeds,No,30.72,9,6,No,14,7,10,80,0,2,5,8,0,2,0,4.0,25.82,18
sdv-id-HcftwJ,705345201,North Dakota,5413,08/17/1992,2015-07-31,2019-01-17,50,41.59,Area Sales Manager,Male,Heterosexual,Prefer not to say,No,White,No,Yes,No,Active,IT/IS,Search Engine - Google Bing Yahoo,Fully Meets,Yes,7.5,8,6,Yes,17,7,2,80,0,0,3,5,3,1,1,1.0,5.67,5
sdv-id-DjiuOP,4249267878,Ohio,2173,02/14/1982,2011-05-22,Present,33,121.23,Area Sales Manager,Male,Heterosexual,No,No,White,No,No,No,Active,Production       ,Pay Per Click - Google,Fully Meets,No,45.64,1,10,No,11,6,1,80,1,2,2,7,2,3,0,5.0,24.68,34
sdv-id-WaoFhV,1169556346,Florida,5849,04/25/1979,2010-01-27,Present,51,128.0,Production Technician I,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Diversity Job Fair,Fully Meets,No,12.47,5,1,No,11,8,7,80,0,3,1,9,1,1,2,9.0,3.82,29
sdv-id-KVcJoQ,4662176707,Iowa,1013,06/20/1958,2018-09-02,Present,56,49.59,Senior BI Developer,Female,Prefer not to say,No,No,White,No,No,Yes,Voluntarily Terminated,Software Engineering,Website Banner Ads,Fully Meets,No,19.87,3,6,No,17,10,6,80,1,4,3,10,4,1,2,2.0,7.34,2
sdv-id-aQIFtN,6650403236,Texas,1922,12/25/1990,2022-03-13,Present,21,90.39,Database Administrator,Female,Other,No,No,White,No,No,No,Active,Sales,Vendor Referral,Fully Meets,No,47.98,6,5,Yes,18,8,3,80,1,0,3,8,6,0,1,6.0,8.27,13
sdv-id-rmIBfg,213271541,Delaware,1013,08/17/1992,2017-03-30,2019-12-05,44,48.96,Database Administrator,Male,Heterosexual,No,No,White,No,No,No,Active,IT/IS,Professional Society,Fully Meets,No,11.31,2,8,No,15,8,10,80,1,0,3,8,3,1,3,1.0,14.83,28
sdv-id-ZwIngu,7199199549,Idaho,2588,01/31/1988,2002-02-08,Present,23,120.62,Production Technician I,Female,Heterosexual,No,No,Asian,No,No,No,Active,IT/IS,Diversity Job Fair,Fully Meets,No,6.67,6,4,No,11,8,7,80,1,0,0,9,4,2,1,0.0,21.23,33
sdv-id-YlVlWQ,973227224,Nebraska,5585,09/24/1984,2003-07-18,Present,44,136.42,Production Technician II,Female,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Sales,Internet Search,Fully Meets,Yes,42.2,2,4,Yes,25,9,6,80,1,0,2,9,3,5,0,0.0,23.76,21
sdv-id-rfxmRY,518501220,Massachusetts,6357,12/07/1963,2005-12-12,Present,42,145.34,Network Engineer,Female,Prefer not to say,No,No,White,No,Yes,No,Voluntarily Terminated,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,No,33.06,6,9,Yes,15,2,1,80,0,2,2,4,4,0,2,6.0,22.51,5
sdv-id-CLQQYY,998797753,Kansas,6224,12/08/1984,2020-04-23,Present,56,122.53,Production Technician II,Male,Heterosexual,No,No,Black,No,No,No,Active,Admin Offices,Website Banner Ads,Fully Meets,No,30.45,7,5,No,12,4,1,80,0,7,3,4,9,1,1,7.0,19.91,12
sdv-id-KLwXOd,3735528742,Indiana,1651,03/14/1983,2023-03-30,2024-10-04,50,73.21,Sr. Accountant,Male,Prefer not to say,No,No,White,No,No,No,Voluntarily Terminated,Software Engineering,Indeed,Fully Meets,No,32.08,4,4,No,25,10,1,80,0,0,3,10,2,0,1,2.0,18.52,28
sdv-id-hFTDAD,1160315387,Arkansas,4223,10/08/1985,2013-04-26,Present,20,72.09,Production Technician I,Male,Heterosexual,No,No,White,No,No,No,Active,Production       ,Newspager/Magazine,Fully Meets,No,45.38,4,9,Yes,11,1,3,80,1,2,3,1,4,0,0,1.0,9.37,30
sdv-id-JePSkW,345826773,Mississippi,1013,01/13/1983,2015-06-25,Present,43,47.21,Production Technician I,Male,Homosexual,No,No,Asian,No,No,Yes,Voluntarily Terminated,Production       ,On-campus Recruiting,Fully Meets,No,38.97,5,4,No,12,1,4,80,1,0,2,2,1,5,0,0.0,23.62,33
sdv-id-UycnvW,8730605850,Arkansas,5194,08/17/1992,2022-06-20,Present,25,71.77,Sales Manager,Female,Bisexual,No,No,White,No,No,No,Active,Production       ,Search Engine - Google Bing Yahoo,Exceeds,Yes,2.59,2,8,No,15,9,1,80,1,0,2,10,0,3,2,2.0,18.79,18
sdv-id-vzJUXW,699321740,Maine,1295,08/17/1992,2001-12-29,2003-06-29,49,59.82,Area Sales Manager,Female,Prefer not to say,Prefer not to say,No,White,No,No,Yes,Voluntarily Terminated,Production       ,Billboard,Fully Meets,No,35.69,2,5,No,20,6,3,80,1,2,2,9,4,0,0,5.0,16.86,13
sdv-id-CYFfkC,673110036,North Dakota,2390,05/31/1990,2003-02-08,Present,20,113.55,Production Manager,Male,Prefer not to say,No,No,White,No,No,No,Active,IT/IS,Diversity Job Fair,Fully Meets,No,36.59,1,1,No,13,8,8,80,1,0,2,10,0,0,0,0.0,23.33,33
sdv-id-MesUxj,287461677,Kentucky,1171,07/05/1991,2017-11-26,2023-01-22,27,52.05,Production Technician II,Female,Heterosexual,No,No,Middle Eastern,No,Yes,No,Active,Sales,Pay Per Click - Google,Fully Meets,No,36.17,8,6,No,11,8,7,80,0,0,3,7,6,0,1,2.0,8.7,19
sdv-id-nruHoB,222674182,Washington,3309,12/22/1984,2000-09-03,Present,57,140.25,Production Manager,Female,Heterosexual,No,No,Asian,No,Yes,Yes,Terminated for Cause,Sales,Other,Fully Meets,No,39.29,2,5,No,20,5,6,80,0,2,2,8,1,0,0,1.0,25.34,5
sdv-id-whXPci,865473453,Wyoming,2939,08/17/1982,2008-08-03,Present,37,123.78,Production Technician II,Female,Prefer not to say,No,No,Other,No,Yes,Yes,Active,Production       ,Website Banner Ads,Fully Meets,Yes,47.84,7,5,No,14,1,10,80,1,4,3,3,1,0,0,2.0,3.27,3
sdv-id-lnAiPW,231235519,Vermont,3238,01/09/1984,2021-10-08,2022-02-27,26,117.99,Sr. Network Engineer,Female,Heterosexual,Yes,No,Asian,Yes,No,Yes,Terminated for Cause,Software Engineering,Glassdoor,Fully Meets,No,38.39,3,6,No,19,9,4,80,0,2,2,10,0,2,0,2.0,19.01,33
sdv-id-gLVwWX,2192109735,California,4021,05/31/1984,2001-11-11,Present,41,145.71,Area Sales Manager,Male,Homosexual,Yes,No,Asian,Yes,Yes,No,Active,Production       ,Employee Referral,Needs Improvement,No,1.94,7,2,No,11,10,3,80,1,1,2,8,4,1,0,0.0,23.93,27
sdv-id-SCdGQd,444479024,Louisiana,2835,05/18/1990,2003-01-16,Present,56,55.59,Database Administrator,Female,Heterosexual,Prefer not to say,No,Asian,No,No,No,Voluntarily Terminated,Production       ,Newspager/Magazine,Fully Meets,No,36.34,7,8,No,12,10,2,80,1,3,4,8,7,0,0,4.0,25.55,11
sdv-id-YirOio,7253520267,Connecticut,4859,07/16/1990,2016-10-10,Present,41,141.05,BI Developer,Female,Heterosexual,Yes,No,White,No,No,No,Voluntarily Terminated,Production       ,Professional Society,Needs Improvement,Yes,32.08,8,7,No,19,5,3,80,0,2,2,8,6,8,7,0.0,13.66,12
sdv-id-ojDVng,648314077,Arizona,4664,08/17/1992,2023-02-01,Present,55,28.59,Production Technician II,Female,Prefer not to say,Yes,No,White,No,No,No,Active,Production       ,Billboard,Exceeds,No,28.99,1,10,No,20,8,2,80,1,5,3,7,4,1,1,8.0,12.35,3
sdv-id-Ekorvt,4912662128,Montana,2186,05/22/1990,2003-08-20,Present,19,25.83,Production Technician I,Male,Heterosexual,Prefer not to say,No,White,No,No,No,Leave of Absence,Production       ,Monster.com,Fully Meets,Yes,46.31,7,10,No,12,9,2,80,2,2,2,8,2,0,0,0.0,13.96,22
sdv-id-TSjqsY,3938806401,Virginia,3868,06/11/1978,2004-01-20,Present,21,91.24,Area Sales Manager,Male,Heterosexual,Prefer not to say,No,White,No,Yes,No,Active,Sales,Employee Referral,Fully Meets,No,32.29,2,2,No,18,8,8,80,0,1,2,9,11,3,0,0.0,9.78,1
sdv-id-QTxOkn,8216595727,Indiana,4119,05/01/1964,2001-10-23,2013-03-29,26,35.66,Database Administrator,Male,Prefer not to say,No,No,Asian,Yes,Yes,No,Terminated for Cause,Production       ,Word of Mouth,Fully Meets,No,5.9,2,7,No,12,6,2,80,2,2,3,8,1,8,1,0.0,26.89,11
sdv-id-BGRrxv,132425667,Georgia,74512,11/30/1979,2009-02-05,2016-02-01,20,50.3,Area Sales Manager,Male,Heterosexual,No,No,White,Yes,Yes,No,Voluntarily Terminated,Production       ,Other,Fully Meets,Yes,38.55,1,6,No,16,6,4,80,1,3,3,6,6,8,1,0.0,15.63,19
sdv-id-GMDsvb,5926958599,Alaska,1711,01/20/1982,2022-09-22,2023-08-16,21,27.99,Production Technician II,Female,Heterosexual,No,No,White,No,No,No,Active,Sales,Glassdoor,Fully Meets,No,9.55,5,5,No,11,8,4,80,1,2,2,6,0,0,0,0.0,21.48,5
sdv-id-IyCRjU,237532426,Massachusetts,52223,11/25/1981,2014-07-07,Present,23,49.99,Network Engineer,Male,Heterosexual,No,No,Asian,Yes,No,Yes,Active,Admin Offices,Diversity Job Fair,Fully Meets,No,1.91,2,4,No,11,5,8,80,2,0,3,7,3,1,1,1.0,26.88,33
sdv-id-ubzGFV,5657763276,Ohio,5496,02/12/1980,2000-07-17,2022-03-18,53,98.8,Administrative Assistant,Female,Heterosexual,No,No,Black,No,No,No,Active,Sales,MBTA ads,Fully Meets,No,40.85,8,7,No,11,7,7,80,1,1,2,4,0,9,1,1.0,9.59,12
sdv-id-vdrGkd,161983035,Indiana,98052,02/24/1983,2021-05-20,Present,19,129.17,Production Technician I,Prefer not to say,Prefer not to say,No,No,Other,No,No,No,Leave of Absence,Sales,Vendor Referral,Needs Improvement,No,17.2,4,10,No,16,9,4,80,0,5,2,10,5,3,1,2.0,5.09,27
sdv-id-leOQlH,178973532,Kansas,93306,08/17/1992,2000-01-21,2014-12-27,40,110.28,Production Technician I,Transgender,Prefer not to say,No,No,Middle Eastern,No,Yes,No,Leave of Absence,Sales,Monster.com,Fully Meets,No,22.68,3,2,No,15,5,1,80,1,0,3,5,5,4,0,,9.0,1
sdv-id-ytbchI,693279540,Michigan,1013,12/22/1965,2021-07-26,Present,25,95.42,Production Technician II,Male,Heterosexual,No,No,Asian,Yes,No,No,Active,IT/IS,Indeed,Fully Meets,No,20.75,10,4,No,16,6,6,80,0,2,2,9,11,1,0,1.0,28.98,36
sdv-id-MrZuVR,116408393,Louisiana,5199,08/17/1992,2005-01-29,2005-06-02,54,63.2,Production Technician I,Female,Bisexual,Prefer not to say,Yes,White,No,No,No,Active,Production       ,Monster.com,Fully Meets,No,7.3,9,3,No,13,8,6,80,2,0,3,7,1,4,0,1.0,29.24,30
sdv-id-awmrDt,992854449,Arizona,1013,08/18/1987,2009-01-30,2010-01-30,20,43.64,Production Technician II,Prefer not to say,Heterosexual,No,No,Latin,Yes,Yes,No,Voluntarily Terminated,Production       ,Employee Referral,Needs Improvement,Yes,33.59,2,2,No,11,5,7,80,0,3,2,8,7,0,2,2.0,12.88,17
sdv-id-npeAdu,3370580392,Vermont,1510,06/12/1989,2011-01-27,Present,33,42.28,Production Manager,Female,Heterosexual,No,No,White,No,Yes,No,Active,Sales,Monster.com,Exceeds,No,47.87,1,7,No,21,7,7,80,0,0,1,8,5,10,0,1.0,8.64,5
sdv-id-qwcNkF,917995288,Maine,4610,07/04/1977,2017-06-24,2023-05-08,57,78.82,Software Engineer,Female,Other,No,No,White,No,No,No,Active,Production       ,Monster.com,Fully Meets,No,2.92,6,3,No,11,7,6,80,0,6,2,7,1,0,0,1.0,12.24,24
sdv-id-XyRUls,3867479160,South Dakota,1013,07/10/1989,2018-09-26,Present,44,97.45,Production Technician I,Female,Heterosexual,No,No,White,Yes,No,No,Active,IT/IS,Glassdoor,Fully Meets,No,26.6,3,10,No,21,9,8,80,0,4,2,8,0,3,1,2.0,4.74,28
sdv-id-WMOnDt,300322127,Oklahoma,5402,01/20/1991,2015-04-11,Present,42,129.14,Area Sales Manager,Female,Heterosexual,No,No,Asian,No,Yes,Yes,Active,Production       ,Monster.com,Fully Meets,No,23.5,5,7,No,11,3,6,80,0,5,6,3,1,1,0,0.0,3.48,13
sdv-id-ObyLbk,741264811,Nebraska,3362,01/02/1951,2023-07-21,Present,19,139.69,Production Technician I,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Professional Society,Fully Meets,No,21.8,5,7,No,11,4,3,80,2,2,2,4,3,6,0,1.0,8.18,5
sdv-id-BOYRyK,109121635,Colorado,98052,08/17/1992,2014-06-07,2023-07-27,59,18.66,Production Technician I,Male,Prefer not to say,No,No,Middle Eastern,No,No,No,Active,Sales,On-campus Recruiting,Needs Improvement,No,34.61,8,7,Yes,14,4,2,80,0,4,2,2,2,1,0,1.0,11.96,24
sdv-id-YBWYRI,103269737,Nevada,3741,08/13/1992,2023-06-21,Present,35,84.59,Production Technician I,Female,Heterosexual,No,No,White,No,No,No,Active,IT/IS,Website Banner Ads,Needs Improvement,Yes,21.28,4,3,No,13,8,4,80,0,1,2,9,0,1,2,0.0,13.19,12
sdv-id-riAfwb,932270925,Oregon,2676,10/12/1967,2007-05-12,Present,42,148.67,IT Support,Male,Bisexual,No,No,Asian,Yes,Yes,No,Voluntarily Terminated,Production       ,Professional Society,Fully Meets,No,43.72,6,6,No,13,10,8,80,1,2,4,9,3,3,0,2.0,3.86,8
sdv-id-ZDcSUl,476847303,Hawaii,3835,08/07/1979,2016-07-26,2017-01-03,55,110.02,Production Technician I,Female,Prefer not to say,Yes,No,Asian,No,No,No,Voluntarily Terminated,Production       ,Employee Referral,Fully Meets,No,30.57,6,10,No,24,9,4,80,0,1,3,9,2,1,0,2.0,9.62,11
sdv-id-WlpgCq,6743346005,Idaho,5117,05/26/1981,2014-05-08,Present,37,139.55,IT Manager - DB,Male,Heterosexual,No,No,White,No,No,No,Active,Sales,Billboard,Fully Meets,No,31.91,4,10,Yes,18,8,8,80,2,2,5,8,3,1,0,1.0,3.59,18
sdv-id-ukyUGO,7241929991,New Hampshire,3361,10/19/1981,2016-03-18,Present,24,76.43,Production Technician I,Male,Heterosexual,No,No,White,No,Yes,No,Voluntarily Terminated,IT/IS,Search Engine - Google Bing Yahoo,Fully Meets,No,14.62,3,10,No,11,7,10,80,1,0,2,8,1,2,0,0.0,29.32,18
sdv-id-tgcBDG,4439701240,Florida,1962,05/07/1975,2007-12-17,2012-04-17,45,86.19,BI Developer,Male,Prefer not to say,No,No,White,No,No,Yes,Active,IT/IS,Pay Per Click - Google,Needs Improvement,No,13.28,4,3,Yes,16,10,4,80,1,3,2,9,5,3,0,1.0,7.06,20
sdv-id-dsgzJM,8148317929,Oklahoma,5438,09/23/1983,2004-09-26,2024-01-10,48,57.65,Production Technician II,Male,Heterosexual,No,No,Latin,No,No,Yes,Active,Production       ,On-campus Recruiting,Fully Meets,No,39.45,2,7,Yes,15,5,3,80,2,4,2,6,9,1,0,6.0,6.32,11
sdv-id-YbOhSG,8965589523,New York,1013,02/23/1967,2023-10-12,2024-04-27,43,90.41,Senior BI Developer,Male,Heterosexual,No,No,White,No,Yes,No,Voluntarily Terminated,Production       ,Professional Society,Fully Meets,No,4.42,9,5,No,12,1,5,80,2,0,1,1,3,0,1,3.0,15.8,19
sdv-id-pqDFZG,1677001822,Colorado,4937,07/31/1982,2004-05-03,Present,46,145.48,Area Sales Manager,Female,Heterosexual,No,No,White,No,Yes,No,Future Start,Software Engineering,Social Networks - Facebook Twitter etc,Fully Meets,No,1.03,2,7,No,11,8,10,80,0,4,3,10,11,2,2,1.0,18.78,6
sdv-id-rHLoxi,776993967,Kentucky,3018,10/30/1990,2015-11-05,2020-05-19,34,139.44,Production Technician I,Male,Heterosexual,Prefer not to say,No,White,Yes,No,No,Active,Production       ,Pay Per Click - Google,Fully Meets,No,8.98,5,3,No,11,5,7,80,0,3,3,4,2,0,0,2.0,8.22,33
sdv-id-UrvRjL,741225533,Wyoming,1868,04/20/1983,2001-01-25,Present,24,66.07,Administrative Assistant,Female,Bisexual,Prefer not to say,No,Middle Eastern,No,No,No,Active,Production       ,Information Session,Fully Meets,Yes,11.45,10,1,Yes,11,2,9,80,1,0,5,1,5,3,0,0.0,20.2,19
sdv-id-MxTTJu,800624164,Nebraska,5762,08/06/1988,2018-05-15,2020-08-23,33,117.64,Production Technician I,Female,Heterosexual,Prefer not to say,No,White,No,Yes,No,Voluntarily Terminated,Sales,Employee Referral,Fully Meets,No,48.65,4,3,No,15,8,2,80,1,0,3,9,2,2,0,4.0,13.27,5
sdv-id-fsCgsL,2934201158,Pennsylvania,3068,08/17/1992,2010-01-21,Present,50,29.54,IT Manager - Support,Male,Other,Prefer not to say,No,Prefer not to say,Yes,No,No,Terminated for Cause,Admin Offices,Billboard,Fully Meets,Yes,21.58,10,7,No,12,10,5,80,1,0,3,8,4,8,2,0.0,11.86,25
sdv-id-nfQoGV,324287095,Ohio,5251,10/02/1981,2003-03-21,2021-05-28,24,29.35,Area Sales Manager,Female,Heterosexual,No,No,White,Yes,No,Prefer not to say,Terminated for Cause,Sales,Professional Society,Fully Meets,No,7.49,2,6,Yes,17,4,5,80,1,5,2,5,6,2,1,2.0,8.08,2
sdv-id-PWGREc,1715711317,Maine,1013,02/27/1982,2022-09-08,2023-03-17,32,50.75,Production Technician I,Female,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,Sales,Monster.com,Fully Meets,No,24.23,1,2,No,23,1,7,80,0,2,3,1,7,1,7,0.0,22.1,3
sdv-id-cgnRmn,665355884,Nevada,1013,05/09/1975,2020-10-20,Present,44,111.74,Production Technician II,Male,Heterosexual,No,No,Black,No,No,No,Future Start,IT/IS,Pay Per Click - Google,Fully Meets,No,41.41,7,10,No,11,8,8,80,1,0,4,10,3,2,0,3.0,26.02,0
sdv-id-LOyrmu,143318803,Mississippi,4119,10/30/1982,2006-06-20,Present,32,110.69,Production Technician I,Female,Heterosexual,No,No,White,Yes,No,No,Future Start,Production       ,Glassdoor,Fully Meets,No,33.49,7,1,No,11,9,9,80,0,9,5,10,2,3,0,0.0,15.92,0
sdv-id-CFHbNV,922538462,Illinois,1013,08/19/1986,2022-12-05,2023-04-06,50,89.73,Area Sales Manager,Female,Homosexual,No,No,White,No,No,No,Active,IT/IS,Word of Mouth,Fully Meets,Yes,25.19,5,6,Yes,23,3,8,80,2,0,3,1,1,4,0,4.0,9.4,15
sdv-id-ISPftr,167268502,Alabama,4952,04/21/1984,2002-05-28,2013-12-08,29,111.44,Area Sales Manager,Male,Prefer not to say,No,Yes,Asian,No,Yes,No,Voluntarily Terminated,Production       ,Website Banner Ads,Needs Improvement,No,25.58,4,9,No,19,8,5,80,0,4,3,8,6,2,0,6.0,8.95,12
sdv-id-engihA,9413992949,Nevada,4159,05/02/1983,2017-01-15,2021-07-30,59,147.58,Production Technician II,Male,Prefer not to say,No,No,White,Yes,No,No,Voluntarily Terminated,IT/IS,Employee Referral,Fully Meets,No,41.52,3,6,No,13,10,6,80,1,0,3,10,3,0,0,0.0,26.31,33
sdv-id-ypFudR,424091935,Missouri,1552,09/09/1969,2006-09-15,Present,36,32.08,Production Technician I,Female,Homosexual,Yes,No,White,No,No,No,Voluntarily Terminated,Production       ,Website Banner Ads,Fully Meets,No,38.73,3,1,No,11,9,1,80,1,0,5,9,4,2,1,0.0,28.72,28
sdv-id-xIwrDi,7996433905,Utah,4270,08/02/1983,2016-11-23,Present,29,95.98,Production Technician I,Female,Heterosexual,Prefer not to say,No,White,No,Yes,No,Active,Production       ,Monster.com,Needs Improvement,No,38.5,3,6,No,11,10,5,80,2,0,3,9,3,6,2,3.0,26.98,6
sdv-id-qUUwss,936019513,Tennessee,4670,07/02/1987,2019-06-25,Present,50,134.6,IT Manager - DB,Male,Heterosexual,No,No,Asian,Yes,No,No,Active,Production       ,On-campus Recruiting,Fully Meets,No,1.4,4,8,Yes,20,9,3,80,3,0,3,10,5,2,1,2.0,8.35,12
sdv-id-IhCYJn,822745909,New York,5681,03/14/1991,2007-07-02,Present,18,67.58,Production Technician II,Female,Homosexual,Prefer not to say,No,White,No,Yes,No,Voluntarily Terminated,Production       ,Other,Fully Meets,No,43.77,1,7,Yes,18,5,10,80,0,1,3,5,0,0,0,9.0,3.81,2
